ID	Entrez_Gene_ID	SeqId	SomaId	Target_Name	Target_Full_Name	UniProt_ID	Type	Organism	Entrez_Gene_Name	Ensembl_Gene_ID	HGNC_ID	feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	TSS	gene_start	gene_end	strand	name	symbol	feature_interval_length	attributes	gene_protein_coding	multi_mappers	manual_curation	database
3314-74_Entrez-ID_2674	2674	3314-74	SL004858	GFRa-1	GDNF family receptor alpha-1	P56159	Protein	Human	GFRA1	ENSG00000151892	HGNC:4243	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	10	NC_000010.10	118034217	117816436	118034217	-	GDNF family receptor alpha 1	GFRA1	217781		yes	no	no	NCBI
2515-14_Entrez-ID_2675	2675	2515-14	SL004143	GFRa-2	GDNF family receptor alpha-2	O00451	Protein	Human	GFRA2	ENSG00000168546	HGNC:4244	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	8	NC_000008.10	21646387	21547910	21646387	-	GDNF family receptor alpha 2	GFRA2	98477		yes	no	no	NCBI
2505-49_Entrez-ID_2676	2676	2505-49	SL004144	GFRa-3	GDNF family receptor alpha-3	O60609	Protein	Human	GFRA3	ENSG00000146013	HGNC:4245	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	5	NC_000005.9	137610310	137588069	137610310	-	GDNF family receptor alpha 3	GFRA3	22241		yes	no	no	NCBI
9021-1_Entrez-ID_26762	26762	9021-1	SL010386	TIM-1	Hepatitis A virus cellular receptor 1	Q96D42	Protein	Human	HAVCR1	ENSG00000113249	HGNC:17866	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	5	NC_000005.9	156486127	156456424	156486127	-	hepatitis A virus cellular receptor 1	HAVCR1	29703		yes	no	no	NCBI
4923-79_Entrez-ID_268	268	4923-79	SL005201	MIS	Muellerian-inhibiting factor	P03971	Protein	Human	AMH	ENSG00000104899	HGNC:464	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	19	NC_000019.9	2249322	2249322	2252072	+	anti-Mullerian hormone	AMH	2750		yes	no	no	NCBI
13381-49_Entrez-ID_2683	2683	13381-49	SL008831	B4GT1	Beta-1,4-galactosyltransferase 1	P15291	Protein	Human	B4GALT1	ENSG00000086062	HGNC:924	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	9	NC_000009.11	33167334	33104075	33167334	-	beta-1,4-galactosyltransferase 1	B4GALT1	63259		yes	no	no	NCBI
21548-20_Entrez-ID_2687	2687	21548-20	SL014786	GGT5	Gamma-glutamyltransferase 5	P36269	Protein	Human	GGT5	ENSG00000099998	HGNC:4260	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	22	NC_000022.10	24641110	24615622	24641110	-	gamma-glutamyltransferase 5	GGT5	25488		yes	no	no	NCBI
8462-18_Entrez-ID_2688	2688	8462-18	SL000442	HGH	Somatotropin	P01241	Protein	Human	GH1	ENSG00000259384	HGNC:4261	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	17	NC_000017.10	61996199	61994563	61996199	-	growth hormone 1	GH1	1636		yes	no	no	NCBI
10978-39_Entrez-ID_2689	2689	10978-39	SL009327	SOM2	Growth hormone variant	P01242	Protein	Human	GH2	ENSG00000136487	HGNC:4262	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	17	NC_000017.10	61959304	61957575	61959304	-	growth hormone 2	GH2	1729		yes	no	no	NCBI
2948-58_Entrez-ID_2690	2690	2948-58	SL005168	Growth hormone receptor	Growth hormone receptor	P10912	Protein	Human	GHR	ENSG00000112964	HGNC:4263	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	5	NC_000005.9	42423541	42423541	42721980	+	growth hormone receptor	GHR	298439		yes	no	no	NCBI
17672-184_Entrez-ID_2694	2694	17672-184	SL006288	Gastric intrinsic factor	Gastric intrinsic factor	P27352	Protein	Human	CBLIF	ENSG00000134812	HGNC:4268	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	11	NC_000011.9	59612972	59596746	59612972	-	cobalamin binding intrinsic factor	CBLIF	16226		yes	no	no	NCBI
16292-288_Entrez-ID_2695	2695	16292-288	SL011908	GIP	Gastric inhibitory polypeptide	P09681	Protein	Human	GIP	ENSG00000159224	HGNC:4270	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	17	NC_000017.10	47045958	47035916	47045958	-	gastric inhibitory polypeptide	GIP	10042		yes	no	no	NCBI
5755-29_Entrez-ID_2695	2695	5755-29	SL011908	GIP	Gastric inhibitory polypeptide	P09681	Protein	Human	GIP	ENSG00000159224	HGNC:4270	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	17	NC_000017.10	47045958	47035916	47045958	-	gastric inhibitory polypeptide	GIP	10042		yes	no	no	NCBI
7838-27_Entrez-ID_26952	26952	7838-27	SL012804	SMR3A	Submaxillary gland androgen-regulated protein 3A	Q99954	Protein	Human	SMR3A	ENSG00000109208	HGNC:19216	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	4	NC_000004.11	71226477	71226477	71232875	+	submaxillary gland androgen regulated protein 3A	SMR3A	6398		yes	no	no	NCBI
9937-7_Entrez-ID_2697	2697	9937-7	SL007134	CXA1	Gap junction alpha-1 protein	P17302	Protein	Human	GJA1	ENSG00000152661	HGNC:4274	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	6	NC_000006.11	121756792	121756792	121770873	+	gap junction protein alpha 1	GJA1	14081		yes	no	no	NCBI
13713-164_Entrez-ID_26984	26984	13713-164	SL020224	SC22A	Vesicle-trafficking protein SEC22a	Q96IW7	Protein	Human	SEC22A	ENSG00000121542	HGNC:20260	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	3	NC_000003.11	122920790	122920790	122992983	+	SEC22 homolog A, vesicle trafficking protein	SEC22A	72193		yes	no	no	NCBI
3367-8_Entrez-ID_26998	26998	3367-8	SL006777	FETUB	Fetuin-B	Q9UGM5	Protein	Human	FETUB	ENSG00000090512	HGNC:3658	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	3	NC_000003.11	186353758	186353758	186370930	+	fetuin B	FETUB	17172		yes	no	no	NCBI
3342-76_Entrez-ID_27	27	3342-76	SL010488	ABL2	Abelson tyrosine-protein kinase 2	P42684	Protein	Human	ABL2	ENSG00000143322	HGNC:77	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	179198812	179068465	179198812	-	ABL proto-oncogene 2, non-receptor tyrosine kinase	ABL2	130347		yes	no	no	NCBI
5261-13_Entrez-ID_27	27	5261-13	SL010488	ABL2	Abelson tyrosine-protein kinase 2	P42684	Protein	Human	ABL2	ENSG00000143322	HGNC:77	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	179198812	179068465	179198812	-	ABL proto-oncogene 2, non-receptor tyrosine kinase	ABL2	130347		yes	no	no	NCBI
12681-63_Entrez-ID_27005	27005	12681-63	SL019819	UBP21	Ubiquitin carboxyl-terminal hydrolase 21	Q9UK80	Protein	Human	USP21	ENSG00000143258	HGNC:12620	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	161129290	161129290	161135513	+	ubiquitin specific peptidase 21	USP21	6223		yes	no	no	NCBI
9513-9_Entrez-ID_27006	27006	9513-9	SL007681	FGF22	Fibroblast growth factor 22	Q9HCT0	Protein	Human	FGF22	ENSG00000070388	HGNC:3679	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	19	NC_000019.9	639879	639879	644373	+	fibroblast growth factor 22	FGF22	4494		yes	no	no	NCBI
11396-39_Entrez-ID_27019	27019	11396-39	SL019451	DNAI1	Dynein intermediate chain 1, axonemal	Q9UI46	Protein	Human	DNAI1	ENSG00000122735	HGNC:2954	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	9	NC_000009.11	34458803	34458803	34520982	+	dynein axonemal intermediate chain 1	DNAI1	62179		yes	no	no	NCBI
7194-36_Entrez-ID_27020	27020	7194-36	SL008497	NPTN	Neuroplastin	Q9Y639	Protein	Human	NPTN	ENSG00000156642	HGNC:17867	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	15	NC_000015.9	73925730	73852355	73925730	-	neuroplastin	NPTN	73375		yes	no	no	NCBI
12711-19_Entrez-ID_2703	2703	12711-19	SL007244	CXA8	Gap junction alpha-8 protein	P48165	Protein	Human	GJA8	ENSG00000121634	HGNC:4281	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	147374921	147374921	147381396	+	gap junction protein alpha 8	GJA8	6475		yes	yes	no	NCBI
11406-82_Entrez-ID_27034	27034	11406-82	SL019452	ACAD8	Isobutyryl-CoA dehydrogenase, mitochondrial	Q9UKU7	Protein	Human	ACAD8	ENSG00000151498	HGNC:87	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	11	NC_000011.9	134123462	134123462	134135749	+	acyl-CoA dehydrogenase family member 8	ACAD8	12287		yes	no	no	NCBI
2742-68_Entrez-ID_27036	27036	2742-68	SL005218	Siglec-7	Sialic acid-binding Ig-like lectin 7	Q9Y286	Protein	Human	SIGLEC7	ENSG00000168995	HGNC:10876	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	19	NC_000019.9	51645558	51645558	51656783	+	sialic acid binding Ig like lectin 7	SIGLEC7	11225		yes	no	no	NCBI
10551-7_Entrez-ID_27040	27040	10551-7	SL007008	LAT	Linker for activation of T-cells family member 1	O43561	Protein	Human	LAT	ENSG00000213658	HGNC:18874	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	28996124	28996124	29002105	+	linker for activation of T cells	LAT	5981		yes	no	no	NCBI
24416-20_Entrez-ID_27044	27044	24416-20	SL008236	SND1	Staphylococcal nuclease domain-containing protein 1	Q7KZF4	Protein	Human	SND1	ENSG00000197157	HGNC:30646	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	7	NC_000007.13	127292248	127292248	127732645	+	staphylococcal nuclease and tudor domain containing 1	SND1	440397		yes	no	no	NCBI
10398-110_Entrez-ID_27063	27063	10398-110	SL019275	ANKR1	Ankyrin repeat domain-containing protein 1	Q15327	Protein	Human	ANKRD1	ENSG00000148677	HGNC:15819	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	10	NC_000010.10	92680844	92671853	92680844	-	ankyrin repeat domain 1	ANKRD1	8991		yes	no	no	NCBI
15361-37_Entrez-ID_27063	27063	15361-37	SL019275	ANKR1	Ankyrin repeat domain-containing protein 1	Q15327	Protein	Human	ANKRD1	ENSG00000148677	HGNC:15819	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	10	NC_000010.10	92680844	92671853	92680844	-	ankyrin repeat domain 1	ANKRD1	8991		yes	no	no	NCBI
12970-35_Entrez-ID_27067	27067	12970-35	SL007715	STAU2	Double-stranded RNA-binding protein Staufen homolog 2	Q9NUL3	Protein	Human	STAU2	ENSG00000040341	HGNC:11371	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	8	NC_000008.10	74659715	74332604	74659715	-	staufen double-stranded RNA binding protein 2	STAU2	327111		yes	no	no	NCBI
18307-71_Entrez-ID_27068	27068	18307-71	SL005288	PPase 2	Inorganic pyrophosphatase 2, mitochondrial	Q9H2U2	Protein	Human	PPA2	ENSG00000138777	HGNC:28883	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	4	NC_000004.11	106395227	106290234	106395227	-	inorganic pyrophosphatase 2	PPA2	104993		yes	no	no	NCBI
11615-16_Entrez-ID_27071	27071	11615-16	SL016537	DAPP1	Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide	Q9UN19	Protein	Human	DAPP1	ENSG00000070190	HGNC:16500	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	4	NC_000004.11	100737984	100737984	100791347	+	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	DAPP1	53363		yes	no	no	NCBI
13107-9_Entrez-ID_27076	27076	13107-9	SL008402	LYPD3	Ly6/PLAUR domain-containing protein 3	O95274	Protein	Human	LYPD3	ENSG00000124466	HGNC:24880	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	19	NC_000019.9	43969760	43964939	43969760	-	LY6/PLAUR domain containing 3	LYPD3	4821		yes	no	no	NCBI
24935-62_Entrez-ID_27086	27086	24935-62	SL015230	FOXP1	Forkhead box protein P1	Q9H334	Protein	Human	FOXP1	ENSG00000114861	HGNC:3823	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	3	NC_000003.11	71633129	71003859	71633129	-	forkhead box P1	FOXP1	629270		yes	no	no	NCBI
21770-18_Entrez-ID_27087	27087	21770-18	SL022629	B3GA1	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1	Q9P2W7	Protein	Human	B3GAT1	ENSG00000109956	HGNC:921	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	11	NC_000011.9	134282136	134248398	134282136	-	beta-1,3-glucuronyltransferase 1	B3GAT1	33738		yes	no	no	NCBI
21726-73_Entrez-ID_27090	27090	21726-73	SL019136	SIA7D	Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase	Q9H4F1	Protein	Human	ST6GALNAC4	ENSG00000136840	HGNC:17846	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	9	NC_000009.11	130679320	130670165	130679320	-	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	ST6GALNAC4	9155		yes	no	no	NCBI
8905-20_Entrez-ID_27094	27094	8905-20	SL018695	KCMB3	Calcium-activated potassium channel subunit beta-3	Q9NPA1	Protein	Human	KCNMB3	ENSG00000171121	HGNC:6287	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	3	NC_000003.11	178984838	178957491	178984838	-	potassium calcium-activated channel subfamily M regulatory beta subunit 3	KCNMB3	27347		yes	no	no	NCBI
14337-1_Entrez-ID_27095	27095	14337-1	SL019699	TPPC3	Trafficking protein particle complex subunit 3	O43617	Protein	Human	TRAPPC3	ENSG00000054116	HGNC:19942	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	36621654	36602173	36621654	-	trafficking protein particle complex subunit 3	TRAPPC3	19481		yes	no	no	NCBI
21492-19_Entrez-ID_27098	27098	21492-19	SL012507	CLUL1	Clusterin-like protein 1	Q15846	Protein	Human	CLUL1	ENSG00000079101	HGNC:2096	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	18	NC_000018.9	596988	596988	650182	+	clusterin like 1	CLUL1	53194		yes	no	no	NCBI
18403-25_Entrez-ID_271	271	18403-25	SL016443	AMPD2	AMP deaminase 2	Q01433	Protein	Human	AMPD2	ENSG00000116337	HGNC:469	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	110162459	110162459	110174677	+	adenosine monophosphate deaminase 2	AMPD2	12218		yes	no	no	NCBI
12432-23_Entrez-ID_27101	27101	12432-23	SL010232	CYBP	Calcyclin-binding protein	Q9HB71	Protein	Human	CACYBP	ENSG00000116161	HGNC:30423	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	174968571	174968571	174981163	+	calcyclin binding protein	CACYBP	12592		yes	no	no	NCBI
23028-49_Entrez-ID_27111	27111	23028-49	SL015225	SDCB2	Syntenin-2	Q9H190	Protein	Human	SDCBP2	ENSG00000125775	HGNC:15756	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	20	NC_000020.10	1309783	1290553	1309783	-	syndecan binding protein 2	SDCBP2	19230		yes	no	no	NCBI
19261-12_Entrez-ID_27111	27111	19261-12	SL015225	SDCB2	Syntenin-2	Q9H190	Protein	Human	SDCBP2	ENSG00000125775	HGNC:15756	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	20	NC_000020.10	1309783	1290553	1309783	-	syndecan binding protein 2	SDCBP2	19230		yes	no	no	NCBI
16309-30_Entrez-ID_27120	27120	16309-30	SL010381	Soggy-1	Dickkopf-like protein 1	Q9UK85	Protein	Human	DKKL1	ENSG00000104901	HGNC:16528	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	19	NC_000019.9	49867134	49867134	49878373	+	dickkopf like acrosomal protein 1	DKKL1	11239		yes	no	no	NCBI
3644-5_Entrez-ID_27120	27120	3644-5	SL010381	Soggy-1	Dickkopf-like protein 1	Q9UK85	Protein	Human	DKKL1	ENSG00000104901	HGNC:16528	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	19	NC_000019.9	49867134	49867134	49878373	+	dickkopf like acrosomal protein 1	DKKL1	11239		yes	no	no	NCBI
3365-7_Entrez-ID_27121	27121	3365-7	SL010612	Dkk-4	Dickkopf-related protein 4	Q9UBT3	Protein	Human	DKK4	ENSG00000104371	HGNC:2894	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	8	NC_000008.10	42234747	42231581	42234747	-	dickkopf WNT signaling pathway inhibitor 4	DKK4	3166		yes	no	no	NCBI
22959-32_Entrez-ID_27121	27121	22959-32	SL010612	Dkk-4	Dickkopf-related protein 4	Q9UBT3	Protein	Human	DKK4	ENSG00000104371	HGNC:2894	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	8	NC_000008.10	42234747	42231581	42234747	-	dickkopf WNT signaling pathway inhibitor 4	DKK4	3166		yes	no	no	NCBI
3607-71_Entrez-ID_27122	27122	3607-71	SL009412	DKK3	Dickkopf-related protein 3	Q9UBP4	Protein	Human	DKK3	ENSG00000050165	HGNC:2893	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	11	NC_000011.9	12030883	11984583	12030883	-	dickkopf WNT signaling pathway inhibitor 3	DKK3	46300		yes	no	no	NCBI
10746-24_Entrez-ID_27122	27122	10746-24	SL009412	DKK3	Dickkopf-related protein 3	Q9UBP4	Protein	Human	DKK3	ENSG00000050165	HGNC:2893	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	11	NC_000011.9	12030883	11984583	12030883	-	dickkopf WNT signaling pathway inhibitor 3	DKK3	46300		yes	no	no	NCBI
6546-41_Entrez-ID_27123	27123	6546-41	SL009413	DKK2	Dickkopf-related protein 2	Q9UBU2	Protein	Human	DKK2	ENSG00000155011	HGNC:2892	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	4	NC_000004.11	107957470	107842959	107957470	-	dickkopf WNT signaling pathway inhibitor 2	DKK2	114511		yes	no	no	NCBI
15678-71_Entrez-ID_27123	27123	15678-71	SL009413	DKK2	Dickkopf-related protein 2	Q9UBU2	Protein	Human	DKK2	ENSG00000155011	HGNC:2892	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	4	NC_000004.11	107957470	107842959	107957470	-	dickkopf WNT signaling pathway inhibitor 2	DKK2	114511		yes	no	no	NCBI
12746-4_Entrez-ID_27128	27128	12746-4	SL019898	CYH4	Cytohesin-4	Q9UIA0	Protein	Human	CYTH4	ENSG00000100055	HGNC:9505	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	22	NC_000022.10	37678549	37678549	37711382	+	cytohesin 4	CYTH4	32833		yes	no	no	NCBI
18327-6_Entrez-ID_27131	27131	18327-6	SL016768	SNX5	Sorting nexin-5	Q9Y5X3	Protein	Human	SNX5	ENSG00000089006	HGNC:14969	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	20	NC_000020.10	17949437	17922244	17949437	-	sorting nexin 5	SNX5	27193		yes	no	no	NCBI
24277-22_Entrez-ID_27132	27132	24277-22	SL023137	CPNE7	Copine-7	Q9UBL6	Protein	Human	CPNE7	ENSG00000178773	HGNC:2320	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	89642166	89642166	89663654	+	copine 7	CPNE7	21488		yes	no	no	NCBI
16591-71_Entrez-ID_27159	27159	16591-71	SL012820	CHIA	Acidic mammalian chitinase	Q9BZP6	Protein	Human	CHIA	ENSG00000134216	HGNC:17432	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	111833473	111833473	111863185	+	chitinase acidic	CHIA	29712		yes	no	no	NCBI
21504-41_Entrez-ID_27161	27161	21504-41	SL007762	I2C2	Eukaryotic translation initiation factor 2C 2	Q9UKV8	Protein	Human	AGO2	ENSG00000123908	HGNC:3263	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	8	NC_000008.10	141645732	141530255	141645732	-	argonaute RISC catalytic component 2	AGO2	115477		yes	no	no	NCBI
3173-49_Entrez-ID_27163	27163	3173-49	SL008611	ASAHL	N-acylethanolamine-hydrolyzing acid amidase	Q02083	Protein	Human	NAAA	ENSG00000138744	HGNC:736	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	4	NC_000004.11	76862166	76831808	76862166	-	N-acylethanolamine acid amidase	NAAA	30358		yes	no	no	NCBI
15588-17_Entrez-ID_2717	2717	15588-17	SL009217	galactosidase, alpha	Alpha-galactosidase A	P06280	Protein	Human	GLA	ENSG00000102393	HGNC:4296	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	X	NC_000023.10	100662913	100652791	100662913	-	galactosidase alpha	GLA	10122		yes	yes	no	NCBI
14149-9_Entrez-ID_27177	27177	14149-9	SL005179	IL-1F8	Interleukin-36 beta	Q9NZH7	Protein	Human	IL36B	ENSG00000136696	HGNC:15564	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	113810444	113779666	113810444	-	interleukin 36 beta	IL36B	30778		yes	no	no	NCBI
2723-9_Entrez-ID_27178	27178	2723-9	SL005178	IL-1F7	Interleukin-37	Q9NZH6	Protein	Human	IL37	ENSG00000125571	HGNC:15563	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	113668742	113668742	113676459	+	interleukin 37	IL37	7717		yes	no	no	NCBI
14150-7_Entrez-ID_27179	27179	14150-7	SL005177	IL-1F6	Interleukin-36 alpha	Q9UHA7	Protein	Human	IL36A	ENSG00000136694	HGNC:15562	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	113763036	113763036	113765621	+	interleukin 36 alpha	IL36A	2585		yes	no	no	NCBI
3007-7_Entrez-ID_27180	27180	3007-7	SL005219	Siglec-9	Sialic acid-binding Ig-like lectin 9	Q9Y336	Protein	Human	SIGLEC9	ENSG00000129450	HGNC:10878	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	19	NC_000019.9	51628137	51628137	51639520	+	sialic acid binding Ig like lectin 9	SIGLEC9	11383		yes	no	no	NCBI
7864-3_Entrez-ID_27181	27181	7864-3	SL018297	SIGL8	Sialic acid-binding Ig-like lectin 8	Q9NYZ4	Protein	Human	SIGLEC8	ENSG00000105366	HGNC:10877	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	19	NC_000019.9	51961708	51954251	51961708	-	sialic acid binding Ig like lectin 8	SIGLEC8	7457		yes	no	no	NCBI
11476-43_Entrez-ID_27183	27183	11476-43	SL009023	VPS4A	Vacuolar protein sorting-associated protein 4A	Q9UN37	Protein	Human	VPS4A	ENSG00000132612	HGNC:13488	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	69345253	69345253	69360842	+	vacuolar protein sorting 4 homolog A	VPS4A	15589		yes	no	no	NCBI
9255-5_Entrez-ID_27189	27189	9255-5	SL005175	IL-17C	Interleukin-17C	Q9P0M4	Protein	Human	IL17C	ENSG00000124391	HGNC:5983	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	88704980	88704980	88706876	+	interleukin 17C	IL17C	1896		yes	no	no	NCBI
4842-62_Entrez-ID_2719	2719	4842-62	SL000070	Glypican 3	Glypican-3	P51654	Protein	Human	GPC3	ENSG00000147257	HGNC:4451	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	X	NC_000023.10	133119621	132669773	133119621	-	glypican 3	GPC3	449848		yes	no	no	NCBI
3499-77_Entrez-ID_27190	27190	3499-77	SL004350	IL-17B	Interleukin-17B	Q9UHF5	Protein	Human	IL17B	ENSG00000127743	HGNC:5982	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	5	NC_000005.9	148783765	148753830	148783765	-	interleukin 17B	IL17B	29935		yes	no	no	NCBI
14022-17_Entrez-ID_27190	27190	14022-17	SL004350	IL-17B	Interleukin-17B	Q9UHF5	Protein	Human	IL17B	ENSG00000127743	HGNC:5982	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	5	NC_000005.9	148783765	148753830	148783765	-	interleukin 17B	IL17B	29935		yes	no	no	NCBI
